district,segment_id,point_id,point_code,su_id,su_date,su_date_year,su_date_month,su_date_day,start_time,start_time_hour,start_time_minute,dist_point,dist_m,imp_type,imp_type_qualifier,imp_list,imp_list_qualifier,wp_gps,coord_obs,coord_obs_srs,coord_obs_x,coord_obs_y,point_obs,not_obs,not_obs_qualifier,point_loc,lc_cat1,lc_group1,lc_code1,lc_code1_qualifier,lc_pct1,lc_sea1,lc_sea1_qualifier,lc_cat2,lc_group2,lc_code2,lc_code2_qualifier,lc_pct2,lc_sea2,lc_sea2_qualifier,lc_cat3,lc_group3,lc_code3,lc_code3_qualifier,lc_pct3,lc_sea3,lc_sea3_qualifier,pct_check,harvest,harvest_qualifier,d_harv,irrig,lc_remark,photo,remarks,entry_loc,entry_loc_qualifier,end_time
56,236,4,56-236-4,A2,18/11/2016,2016,11,18,09:45,9,45,lt2m,2,,,,,182,SRID=EPSG:4326;POINT(85.663453 27.370409),EPSG:4326,85.66345327,27.37040911,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2762_37.jpg,,1,,09:48
56,314,1,56-314-1,A2,17/11/2016,2016,11,17,14:31,14,31,lt2m,2,,,,,180,SRID=EPSG:4326;POINT(85.631764 27.380608),EPSG:4326,85.63176391,27.38060776,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2641_37.jpg,,1,,14:36
56,314,2,56-314-2,A1,17/11/2016,2016,11,17,14:12,14,12,lt2m,1.35,,,,,173,SRID=EPSG:4326;POINT(85.632945 27.380414),EPSG:4326,85.63294509,27.38041385,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2521_37.jpg,,1,,14:13
56,314,3,56-314-3,A2,17/11/2016,2016,11,17,14:50,14,50,lt2m,1,,,,,181,SRID=EPSG:4326;POINT(85.631433 27.379038),EPSG:4326,85.63143303,27.37903819,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2681_37.jpg,,1,,14:53
56,314,4,56-314-4,A1,17/11/2016,2016,11,17,15:03,15,3,lt2m,1.47,,,,,174,SRID=EPSG:4326;POINT(85.633025 27.379133),EPSG:4326,85.63302526,27.3791326,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2562_37.jpg,,1,,15:05
56,323,1,56-323-1,A2,18/11/2016,2016,11,18,15:41,15,41,lt2m,4,,,,,185,SRID=EPSG:4326;POINT(85.676911 27.381012),EPSG:4326,85.67691051,27.38101226,1,,,2,O,E,E01,,100,,,O,E,E01,,,,,,,,,,,,100,,,null/null/null,,,,,1,,15:46
56,323,2,56-323-2,A2,18/11/2016,2016,11,18,15:54,15,54,gt2m,34,1,,16,,186,SRID=EPSG:4326;POINT(85.678159 27.380764),EPSG:4326,85.67815895,27.38076375,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,,,1,,15:57
56,323,3,56-323-3,A1,18/11/2016,2016,11,18,16:11,16,11,lt2m,2,,,,,182,SRID=EPSG:4326;POINT(85.677081 27.379652),EPSG:4326,85.6770807,27.37965249,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,05/01/2017,0,,2684_37.jpg,,1,,16:13
56,323,4,56-323-4,A1,18/11/2016,2016,11,18,16:36,16,36,gt2m,55,1,,12,,184,SRID=EPSG:4326;POINT(85.677990 27.379538),EPSG:4326,85.67799015,27.37953826,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,2725_37.jpg,"Steep slop and thick bushes, no road",1,,16:39
56,421,1,56-421-1,A2,22/11/2016,2016,11,22,11:22,11,22,lt2m,2,,,,,207,SRID=EPSG:4326;POINT(85.499972 27.392704),EPSG:4326,85.49997185,27.39270409,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,3452_37.jpg,,1,,11:28
56,421,2,56-421-2,A1,22/11/2016,2016,11,22,11:15,11,15,gt2m,45,1,,12,,220,SRID=EPSG:4326;POINT(85.501060 27.392434),EPSG:4326,85.50105982,27.39243384,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,3293_37.jpg,Steep slope,1,,11:17
56,421,3,56-421-3,A2,22/11/2016,2016,11,22,10:56,10,56,lt2m,2,,,,,206,SRID=EPSG:4326;POINT(85.499902 27.391408),EPSG:4326,85.49990161,27.3914083,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,,Flag lost so handkerchief  is used ...,1,,11:02
56,421,4,56-421-4,A1,22/11/2016,2016,11,22,10:52,10,52,gt2m,5,1,,16,,217,SRID=EPSG:4326;POINT(85.501381 27.391314),EPSG:4326,85.50138063,27.39131448,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,3253_37.jpg,,1,,10:55
56,441,1,56-441-1,A1,20/11/2016,2016,11,20,12:36,12,36,gt2m,45.5,1,,12,,193,SRID=EPSG:4326;POINT(85.600600 27.393897),EPSG:4326,85.60060038,27.3938967,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,2847_37.jpg,"No way to reach the point, Foksingtar 5",1,,12:39
56,441,2,56-441-2,A1,20/11/2016,2016,11,20,12:43,12,43,gt2m,153,1,,12,,194,SRID=EPSG:4326;POINT(85.601190 27.394557),EPSG:4326,85.60118976,27.39455744,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,2887_37.jpg,"Cannot reach the point no way to the point, Foksingtar 5",1,,12:46
56,441,3,56-441-3,A2,20/11/2016,2016,11,20,12:27,12,27,lt2m,2,,,,,189,SRID=EPSG:4326;POINT(85.601105 27.392454),EPSG:4326,85.60110541,27.39245414,1,,,2,B,B1,B109,,100,3,,,,,,,,,,,,,,,,100,2,,15/02/2017,0,,,Given address is ghrtichhap 9 but this segment is in foksingtar 5,1,,12:27
56,441,4,56-441-4,A2,20/11/2016,2016,11,20,12:48,12,48,gt2m,123,1,,12,,190,SRID=EPSG:4326;POINT(85.601363 27.391987),EPSG:4326,85.60136313,27.39198677,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,,Given address is ghartichhap 9  but it is in foksingtar 5,1,,12:52
56,469,1,56-469-1,A2,22/11/2016,2016,11,22,13:40,13,40,gt2m,45,1,,12,,209,SRID=EPSG:4326;POINT(85.495230 27.397250),EPSG:4326,85.49522987,27.39725048,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,3532_37.jpg,,1,,13:44
56,469,2,56-469-2,A1,22/11/2016,2016,11,22,13:40,13,40,gt2m,23,1,,12,,224,SRID=EPSG:4326;POINT(85.496163 27.397356),EPSG:4326,85.49616296,27.39735646,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,3374_37.jpg,,1,,13:43
56,469,3,56-469-3,A1,22/11/2016,2016,11,22,13:08,13,8,lt2m,2,,,,,223,SRID=EPSG:4326;POINT(85.494801 27.395792),EPSG:4326,85.49480099,27.39579202,1,,,4,B,B1,B107,,80,2,,B,B1,B110,junelo,20,2,,,,,,,,,100,2,,05/12/2016,0,,3334_37.jpg,,1,,13:30
56,469,4,56-469-4,A2,22/11/2016,2016,11,22,13:00,13,0,lt2m,2,,,,,208,SRID=EPSG:4326;POINT(85.496186 27.395873),EPSG:4326,85.49618619,27.39587289,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Previously road but now it has been left due to land slide,3492_37.jpg,,1,,13:07
56,513,1,56-513-1,C1,18/11/2016,2016,11,18,13:24,13,24,lt2m,1,,,,,165,SRID=EPSG:4326;POINT(85.772820 27.399898),EPSG:4326,85.77282045,27.39989752,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Top of the mountain,4691_37.jpg,,1,,13:26
56,513,2,56-513-2,C1,18/11/2016,2016,11,18,13:31,13,31,lt2m,2,,,,,166,SRID=EPSG:4326;POINT(85.774319 27.399748),EPSG:4326,85.77431946,27.39974812,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4731_37.jpg,,1,,13:33
56,513,3,56-513-3,C2,18/11/2016,2016,11,18,13:44,13,44,lt2m,1,,,,,175,SRID=EPSG:4326;POINT(85.772848 27.398534),EPSG:4326,85.77284829,27.39853409,1,,,2,O,G,G00,,90,,,O,E,E02,,10,,,,,,,,,,100,,,null/null/null,,,4518_37.jpg,,1,,13:46
56,513,4,56-513-4,C2,18/11/2016,2016,11,18,13:33,13,33,lt2m,1,,,,,174,SRID=EPSG:4326;POINT(85.774369 27.398492),EPSG:4326,85.77436939,27.39849225,1,,,2,O,G,G00,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4478_37.jpg,,1,,13:35
56,541,1,56-541-1,A1,20/11/2016,2016,11,20,16:01,16,1,lt2m,1.36,,,,,199,SRID=EPSG:4326;POINT(85.590766 27.402642),EPSG:4326,85.59076572,27.40264152,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2969_37.jpg,,1,,16:03
56,541,2,56-541-2,A1,20/11/2016,2016,11,20,15:44,15,44,lt2m,1.33,,,,,197,SRID=EPSG:4326;POINT(85.592284 27.402642),EPSG:4326,85.59228353,27.40264235,1,,,2,B,B1,B109,,100,3,,,,,,,,,,,,,,,,100,2,,25/12/2016,0,,2928_37.jpg,,1,,15:48
56,541,3,56-541-3,A2,20/11/2016,2016,11,20,16:17,16,17,lt2m,1,,,,,195,SRID=EPSG:4326;POINT(85.590656 27.401310),EPSG:4326,85.59065579,27.40130968,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,,,1,,16:21
56,541,4,56-541-4,A2,20/11/2016,2016,11,20,15:11,15,11,lt2m,2,,,,,192,SRID=EPSG:4326;POINT(85.592251 27.401338),EPSG:4326,85.59225071,27.40133829,1,,,2,B,B1,B109,,100,3,,,,,,,,,,,,,,,,100,2,,15/01/2017,0,,3087_37.jpg,,1,,15:15
56,614,1,56-614-1,A2,17/11/2016,2016,11,17,07:41,7,41,lt2m,1,,,,,177,SRID=EPSG:4326;POINT(85.656402 27.407786),EPSG:4326,85.6564021,27.40778614,1,,,2,O,A,A21,,90,,,O,E,E01,,10,,,,,,,,,,100,,,null/null/null,,,2559_37.jpg,,1,,07:44
56,614,2,56-614-2,A1,17/11/2016,2016,11,17,08:18,8,18,lt2m,1,,,,,168,SRID=EPSG:4326;POINT(85.657940 27.407803),EPSG:4326,85.65794034,27.40780346,1,,,2,B,B1,B107,,100,2,,,,,,,,,,,,,,,,100,2,,05/12/2016,0,,2439_37.jpg,,1,,08:21
56,614,3,56-614-3,A2,17/11/2016,2016,11,17,07:53,7,53,lt2m,1,,,,,178,SRID=EPSG:4326;POINT(85.656397 27.406428),EPSG:4326,85.65639683,27.40642776,1,,,2,B,B1,B107,,100,2,,,,,,,,,,,,,,,,100,2,,15/12/2016,0,,,,1,,07:54
56,614,4,56-614-4,A1,17/11/2016,2016,11,17,08:33,8,33,lt2m,2,,,,,169,SRID=EPSG:4326;POINT(85.658011 27.406421),EPSG:4326,85.65801139,27.40642095,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,School area,2480_37.jpg,,1,,08:36
56,696,1,56-696-1,C1,18/11/2016,2016,11,18,15:33,15,33,gt2m,154,1,,12,,168,SRID=EPSG:4326;POINT(85.747750 27.411760),EPSG:4326,85.7477495,27.41176045,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4812_37.jpg,,1,,15:34
56,696,2,56-696-2,C2,18/11/2016,2016,11,18,15:31,15,31,gt2m,147,1,,13,,177,SRID=EPSG:4326;POINT(85.749002 27.411712),EPSG:4326,85.74900173,27.41171234,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4598_37.jpg,,1,,15:33
56,696,3,56-696-3,C1,18/11/2016,2016,11,18,15:28,15,28,gt2m,52,1,,12,,167,SRID=EPSG:4326;POINT(85.747953 27.411660),EPSG:4326,85.74795345,27.41166013,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4772_37.jpg,,1,,15:30
56,696,4,56-696-4,C2,18/11/2016,2016,11,18,15:27,15,27,lt2m,2,,,,,176,SRID=EPSG:4326;POINT(85.748937 27.411878),EPSG:4326,85.74893678,27.41187761,1,,,2,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,0,,4558_37.jpg,,1,,15:30
56,836,1,56-836-1,C1,19/11/2016,2016,11,19,15:33,15,33,lt2m,2,,,,,177,SRID=EPSG:4326;POINT(85.722044 27.422030),EPSG:4326,85.72204367,27.42202975,1,,,2,B,B2,B207,,100,3,,,,,,,,,,,,,,,,100,2,,19/01/2016,0,,5016_37.jpg,,1,,15:35
56,836,2,56-836-2,C1,19/11/2016,2016,11,19,15:50,15,50,gt2m,80,1,,12,,179,SRID=EPSG:4326;POINT(85.722742 27.421660),EPSG:4326,85.7227425,27.42166028,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,5057_37.jpg,,1,,15:51
56,836,3,56-836-3,C2,19/11/2016,2016,11,19,15:47,15,47,lt2m,1,,,,,184,SRID=EPSG:4326;POINT(85.722048 27.420622),EPSG:4326,85.72204799,27.4206218,1,,,2,B,B4,B401,,85,3,,B,B3,B301,,15,3,,,,,,,,,100,2,,05/02/2017,0,,4800_37.jpg,,1,,15:52
56,836,4,56-836-4,C2,19/11/2016,2016,11,19,15:53,15,53,gt2m,150,1,,11,,185,SRID=EPSG:4326;POINT(85.722053 27.420571),EPSG:4326,85.7220525,27.42057123,1,,,2,O,D,D20,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4840_37.jpg,,1,,15:57
56,1057,1,56-1057-1,C1,19/11/2016,2016,11,19,09:21,9,21,gt2m,49,1,,12,,172,SRID=EPSG:4326;POINT(85.723144 27.435010),EPSG:4326,85.72314381,27.43501024,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4893_37.jpg,,1,,09:23
56,1057,2,56-1057-2,C1,19/11/2016,2016,11,19,09:16,9,16,gt2m,88,1,,12,,170,SRID=EPSG:4326;POINT(85.723433 27.434762),EPSG:4326,85.7234329,27.43476246,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4853_37.jpg,,1,,09:17
56,1057,3,56-1057-3,C2,19/11/2016,2016,11,19,09:20,9,20,gt2m,181,1,,13,,179,SRID=EPSG:4326;POINT(85.723763 27.434185),EPSG:4326,85.72376264,27.43418471,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4679_37.jpg,,1,,09:23
56,1057,4,56-1057-4,C2,19/11/2016,2016,11,19,09:16,9,16,gt2m,32,1,,13,,178,SRID=EPSG:4326;POINT(85.723601 27.434259),EPSG:4326,85.72360112,27.43425935,1,3,,2,O,E,E01,,90,,,O,E,E01,,10,,,,,,,,,,100,,,null/null/null,,,4639_37.jpg,,1,,09:19
56,1128,1,56-1128-1,C2,19/11/2016,2016,11,19,11:57,11,57,gt2m,140,1,,11,,182,SRID=EPSG:4326;POINT(85.712925 27.439642),EPSG:4326,85.71292519,27.43964169,1,,,2,O,F,F01,,90,,,O,F,F01,,10,,,,,,,,,,100,,,null/null/null,,,4759_37.jpg,,1,,11:58
56,1128,2,56-1128-2,C2,19/11/2016,2016,11,19,11:55,11,55,lt2m,1,,,,,180,SRID=EPSG:4326;POINT(85.713034 27.440078),EPSG:4326,85.71303384,27.44007765,1,,,2,O,F,F01,,90,,,O,F,F01,,10,,,,,,,,,,100,,,null/null/null,,,4719_37.jpg,,1,,11:56
56,1128,3,56-1128-3,C1,19/11/2016,2016,11,19,12:36,12,36,lt2m,4,1,,12,,176,SRID=EPSG:4326;POINT(85.711761 27.438639),EPSG:4326,85.71176127,27.4386391,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4975_37.jpg,,1,,12:38
56,1128,4,56-1128-4,C1,19/11/2016,2016,11,19,12:03,12,3,lt2m,3,,,,,173,SRID=EPSG:4326;POINT(85.713214 27.438556),EPSG:4326,85.71321427,27.4385562,1,,,2,B,B7,B714,,100,2,,,,,,,,,,,,,,,,100,2,,19/12/2016,0,,4934_37.jpg,,1,,12:05
56,1135,1,56-1135-1,C1,18/11/2016,2016,11,18,09:43,9,43,lt2m,1,,,,,160,SRID=EPSG:4326;POINT(85.723155 27.435178),EPSG:4326,85.72315458,27.43517789,1,,,2,B,B7,B714,,70,2,,B,B4,B401,,30,2,,,,,,,,,100,2,,18/12/2016,0,,4530_37.jpg,,1,,09:45
56,1135,2,56-1135-2,C1,18/11/2016,2016,11,18,10:00,10,0,lt2m,1,,,,,161,SRID=EPSG:4326;POINT(85.748661 27.440288),EPSG:4326,85.74866126,27.4402879,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,18/02/2016,0,,4570_37.jpg,,1,,10:02
56,1135,3,56-1135-3,C2,18/11/2016,2016,11,18,09:38,9,38,lt2m,2,2,,23,,169,SRID=EPSG:4326;POINT(85.747031 27.438896),EPSG:4326,85.74703069,27.43889619,1,,,4,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,0,,4396_37.jpg,,1,,09:40
56,1135,4,56-1135-4,C2,18/11/2016,2016,11,18,10:33,10,33,lt2m,2,,,,,171,SRID=EPSG:4326;POINT(85.748600 27.438988),EPSG:4326,85.74860033,27.43898757,1,,,4,B,B1,B110,Fafar,100,3,,,,,,,,,,,,,,,,100,2,,05/02/2017,0,,4437_37.jpg,,1,,10:38
56,1216,1,56-1216-1,C2,18/11/2016,2016,11,18,08:30,8,30,gt2m,44,1,,12,,165,SRID=EPSG:4326;POINT(85.771893 27.445318),EPSG:4326,85.77189334,27.44531754,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4315_37.jpg,,1,,08:31
56,1216,2,56-1216-2,C1,18/11/2016,2016,11,18,08:29,8,29,gt2m,80,1,,12,,158,SRID=EPSG:4326;POINT(85.773237 27.445515),EPSG:4326,85.77323675,27.44551525,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Steep slope,4450_37.jpg,,1,,08:31
56,1216,3,56-1216-3,C2,18/11/2016,2016,11,18,08:31,8,31,gt2m,178,1,,12,,166,SRID=EPSG:4326;POINT(85.771910 27.445193),EPSG:4326,85.77191026,27.4451932,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4355_37.jpg,,1,,08:33
56,1216,4,56-1216-4,C1,18/11/2016,2016,11,18,08:35,8,35,gt2m,217,1,,12,,159,SRID=EPSG:4326;POINT(85.773176 27.445512),EPSG:4326,85.77317551,27.44551155,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Steep slope,4490_37.jpg,,1,,08:37
56,1385,1,56-1385-1,A2,01/12/2016,2016,12,1,14:55,14,55,lt2m,6,,,,,290,SRID=EPSG:4326;POINT(85.433152 27.455077),EPSG:4326,85.43315247,27.45507723,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,,,1,,14:58
56,1385,2,56-1385-2,A2,01/12/2016,2016,12,1,15:18,15,18,lt2m,1,,,,,291,SRID=EPSG:4326;POINT(85.434750 27.455168),EPSG:4326,85.43475013,27.45516758,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,,,1,,15:21
56,1385,3,56-1385-3,A1,01/12/2016,2016,12,1,14:58,14,58,gt2m,48,1,,12,,304,SRID=EPSG:4326;POINT(85.433592 27.454255),EPSG:4326,85.43359176,27.45425535,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4546_37.jpg,,1,,15:00
56,1385,4,56-1385-4,A1,01/12/2016,2016,12,1,15:13,15,13,lt2m,,,,,,305,SRID=EPSG:4326;POINT(85.434845 27.453858),EPSG:4326,85.4348451,27.4538583,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4586_37.jpg,,1,,15:18
56,1426,1,56-1426-1,C2,17/11/2016,2016,11,17,12:59,12,59,gt2m,2710,1,,13,,155,SRID=EPSG:4326;POINT(85.619676 27.473380),EPSG:4326,85.61967578,27.47337999,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4072_37.jpg,,9,,13:01
56,1426,2,56-1426-2,C2,17/11/2016,2016,11,17,13:02,13,2,gt2m,2830,1,,13,,156,SRID=EPSG:4326;POINT(85.619876 27.473251),EPSG:4326,85.61987628,27.4732511,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4112_37.jpg,,9,,13:04
56,1426,3,56-1426-3,C1,17/11/2016,2016,11,17,12:59,12,59,gt2m,2810,1,,13,,150,SRID=EPSG:4326;POINT(85.619813 27.473236),EPSG:4326,85.61981253,27.47323578,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4209_37.jpg,,1,,13:01
56,1426,4,56-1426-4,C1,17/11/2016,2016,11,17,13:02,13,2,gt2m,2920,1,,13,,151,SRID=EPSG:4326;POINT(85.619726 27.473227),EPSG:4326,85.61972579,27.47322659,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4249_37.jpg,,1,,13:03
56,1497,1,56-1497-1,C2,17/11/2016,2016,11,17,12:54,12,54,gt2m,1475,1,,11,,154,SRID=EPSG:4326;POINT(85.619597 27.473931),EPSG:4326,85.61959712,27.47393061,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4032_37.jpg,,9,,12:56
56,1497,2,56-1497-2,C2,17/11/2016,2016,11,17,12:51,12,51,gt2m,1390,1,,11,,153,SRID=EPSG:4326;POINT(85.619668 27.473903),EPSG:4326,85.61966763,27.47390252,2,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,3992_37.jpg,,9,,12:54
56,1497,3,56-1497-3,C1,17/11/2016,2016,11,17,12:51,12,51,gt2m,1300,1,,11,,148,SRID=EPSG:4326;POINT(85.619616 27.473881),EPSG:4326,85.61961597,27.47388136,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4129_37.jpg,,1,,12:53
56,1497,4,56-1497-4,C1,17/11/2016,2016,11,17,12:54,12,54,gt2m,1345,1,,11,,149,SRID=EPSG:4326;POINT(85.619567 27.473836),EPSG:4326,85.6195674,27.47383585,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,4169_37.jpg,Difficult to reach the point,1,,13:04
56,1529,1,56-1529-1,C1,11/11/2016,2016,11,11,08:12,8,12,gt2m,100,1,,12,,98,SRID=EPSG:4326;POINT(85.777887 27.462429),EPSG:4326,85.77788691,27.46242879,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Steep slope without road,2715_37.jpg,,1,,08:23
56,1529,2,56-1529-2,C2,11/11/2016,2016,11,11,08:22,8,22,lt2m,1,,,,,104,SRID=EPSG:4326;POINT(85.778713 27.463126),EPSG:4326,85.7787125,27.46312553,1,,,2,B,B4,B401,,100,2,,,,,,,,,,,,,,,,100,1,,05/11/2016,0,,2647_37.jpg,,1,,08:26
56,1529,3,56-1529-3,C1,11/11/2016,2016,11,11,08:30,8,30,gt2m,100,1,,12,,98,SRID=EPSG:4326;POINT(85.777938 27.462541),EPSG:4326,85.77793757,27.4625405,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Slopy land without road,2755_37.jpg,,1,,08:32
56,1529,4,56-1529-4,C2,11/11/2016,2016,11,11,08:55,8,55,gt2m,35,1,,13,,106,SRID=EPSG:4326;POINT(85.778560 27.461973),EPSG:4326,85.7785602,27.46197252,1,,,2,O,E,E01,,50,,,O,E,E01,,50,,,,,,,,,,100,,,null/null/null,,,2688_37.jpg,,1,,08:57
56,1752,1,56-1752-1,C1,10/11/2016,2016,11,10,15:48,15,48,lt2m,3,,,,,92,SRID=EPSG:4326;POINT(85.782092 27.476606),EPSG:4326,85.78209151,27.47660589,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,10/02/2016,0,,2633_37.jpg,,1,,15:50
56,1752,2,56-1752-2,C2,10/11/2016,2016,11,10,16:03,16,3,lt2m,1,,,,,102,SRID=EPSG:4326;POINT(85.783639 27.476691),EPSG:4326,85.78363883,27.47669059,1,,,2,B,B1,B105,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,0,,2606_37.jpg,,1,,16:05
56,1752,3,56-1752-3,C1,10/11/2016,2016,11,10,16:11,16,11,lt2m,2,,,,,95,SRID=EPSG:4326;POINT(85.782149 27.475361),EPSG:4326,85.7821495,27.47536119,1,,,2,O,G,G00,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Temporary fellow,2674_37.jpg,,1,,16:13
56,1752,4,56-1752-4,C2,10/11/2016,2016,11,10,15:52,15,52,lt2m,2,,,,,101,SRID=EPSG:4326;POINT(85.783712 27.475403),EPSG:4326,85.7837121,27.47540333,1,,,2,O,E,E01,,95,,,O,E,E01,,5,,,,,,,,,,100,,,null/null/null,,,2566_37.jpg,,1,,15:54
56,1806,1,56-1806-1,C1,21/11/2016,2016,11,21,09:05,9,5,gt2m,145,1,,12,,190,SRID=EPSG:4326;POINT(85.692472 27.480353),EPSG:4326,85.69247231,27.48035263,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,5460_37.jpg,,1,,09:09
56,1806,2,56-1806-2,C1,21/11/2016,2016,11,21,09:00,9,0,lt2m,2,,,,,189,SRID=EPSG:4326;POINT(85.692506 27.480430),EPSG:4326,85.69250586,27.48042991,1,,,2,B,B1,B110,Phapar,100,2,,,,,,,,,,,,,,,,100,2,,21/12/2016,0,,5420_37.jpg,,1,,09:02
56,1806,3,56-1806-3,C2,21/11/2016,2016,11,21,09:17,9,17,gt2m,77,1,,13,,200,SRID=EPSG:4326;POINT(85.691891 27.479256),EPSG:4326,85.6918913,27.47925625,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,5247_37.jpg,,1,,09:19
56,1806,4,56-1806-4,C2,21/11/2016,2016,11,21,09:08,9,8,lt2m,2,,,,,199,SRID=EPSG:4326;POINT(85.692569 27.479048),EPSG:4326,85.6925693,27.47904761,1,,,2,B,B1,B110,Fafar,100,3,,,,,,,,,,,,,,,,100,2,,05/02/2017,0,,5207_37.jpg,,1,,09:10
56,1825,1,56-1825-1,C1,10/11/2016,2016,11,10,14:15,14,15,lt2m,1,,,,,87,SRID=EPSG:4326;POINT(85.787126 27.481238),EPSG:4326,85.78712635,27.48123786,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,10/02/2016,0,,2472_37.jpg,,1,,14:17
56,1825,2,56-1825-2,C1,10/11/2016,2016,11,10,14:21,14,21,gt2m,135,1,,12,,88,SRID=EPSG:4326;POINT(85.787223 27.481274),EPSG:4326,85.78722287,27.4812741,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Steep slopy area covered  by trees,2512_37.jpg,,1,,14:23
56,1825,3,56-1825-3,C2,10/11/2016,2016,11,10,14:08,14,8,lt2m,2,,,,,96,SRID=EPSG:4326;POINT(85.787119 27.480014),EPSG:4326,85.78711866,27.48001374,1,,,4,O,E,E01,,91,,,O,E,E01,,9,,,,,,,,,,100,,,null/null/null,,,2404_37.jpg,,1,,14:18
